Date,Close,High,Low,Open,Volume,return,lag_1,lag_2,lag_3,lag_5,lag_7,lag_10,rolling_mean_7,rolling_std_7,volatility_20,target,oil_price,oil_return,oil_lag_1,oil_lag_3,cpi,fed_rate,usd_index,usd_return,rate_change,cpi_change,real_rate
2016-05-02,1294.699951171875,1304.4000244140625,1290.4000244140625,1292.0999755859375,192,0.0042662117656773,1289.199951171875,1265.5,1249.199951171875,1238.9000244140625,1249.0,1233.5999755859375,1258.3428257533485,25.580379830799245,0.0097590227466236,1290.699951171875,44.77999877929688,-0.0248257716704219,45.91999816894531,45.33000183105469,239.557,0.37,108.671,-0.0014371380736836,0.07,0.0,0.37
2016-05-03,1290.699951171875,1301.5,1284.5,1292.699951171875,151,-0.0030895189239633,1294.699951171875,1289.199951171875,1265.5,1242.199951171875,1228.699951171875,1253.0,1267.1999686104912,24.308008585931265,0.009764548612431,1273.300048828125,43.650001525878906,-0.0252344190313021,44.77999877929688,46.02999877929688,239.557,0.37,109.3613,0.0063522006791139,0.0,0.0,0.37
2016-05-04,1273.300048828125,1290.0,1273.0,1286.9000244140625,109,-0.0134809816394212,1290.699951171875,1294.699951171875,1289.199951171875,1249.199951171875,1238.9000244140625,1253.199951171875,1272.1142578125,20.866832362611504,0.0102860551320298,1271.4000244140625,43.77999877929688,0.002978172940977,43.650001525878906,45.91999816894531,239.557,0.37,109.9952,0.0057963831812533,0.0,0.0,0.37
2016-05-05,1271.4000244140625,1286.0,1270.800048828125,1282.9000244140625,330,-0.0014922047759372,1273.300048828125,1290.699951171875,1294.699951171875,1265.5,1242.199951171875,1249.0,1276.2856968470985,16.311479696410707,0.0100835083545399,1292.9000244140625,44.31999969482422,0.0123344205249886,43.77999877929688,44.77999877929688,239.557,0.37,110.2417,0.0022410068803002,0.0,0.0,0.37
2016-05-06,1292.9000244140625,1295.5999755859375,1276.9000244140625,1278.5999755859375,305,0.0169104920458913,1271.4000244140625,1273.300048828125,1290.699951171875,1289.199951171875,1249.199951171875,1228.699951171875,1282.528564453125,12.013677687073978,0.0106389152571424,1265.5999755859375,44.65999984741211,0.0076714836400957,44.31999969482422,43.650001525878906,239.557,0.37,110.3801,0.0012554233107799,0.0,0.0,0.37
2016-05-09,1265.5999755859375,1286.5,1262.300048828125,1286.5,341,-0.0211153595116507,1292.9000244140625,1271.4000244140625,1273.300048828125,1294.699951171875,1265.5,1238.9000244140625,1282.5428466796875,11.990095879790802,0.0115755317840543,1263.9000244140625,43.43999862670898,-0.0273175375027195,44.65999984741211,43.77999877929688,239.557,0.37,110.9466,0.0051322656891958,0.0,0.0,0.37
2016-05-10,1263.9000244140625,1267.4000244140625,1258.699951171875,1265.0999755859375,23,-0.00134319785451,1265.5999755859375,1292.9000244140625,1271.4000244140625,1290.699951171875,1289.199951171875,1242.199951171875,1278.928571428571,13.381400511602044,0.0115743679458295,1274.5999755859375,44.65999984741211,0.0280847435375612,43.43999862670898,44.31999969482422,239.557,0.37,110.8225,-0.0011185561342123,0.0,0.0,0.37
2016-05-11,1274.5999755859375,1279.199951171875,1266.9000244140625,1266.9000244140625,50,0.0084658208443626,1263.9000244140625,1265.5999755859375,1292.9000244140625,1273.300048828125,1294.699951171875,1249.199951171875,1276.0571463448662,11.450298589945684,0.011449956213389,1270.300048828125,46.22999954223633,0.0351544939585393,44.65999984741211,44.65999984741211,239.557,0.37,110.2806,-0.0048898012587695,0.0,0.0,0.37
2016-05-12,1270.300048828125,1281.199951171875,1264.0,1267.0,101,-0.0033735500079825,1274.5999755859375,1263.9000244140625,1265.5999755859375,1271.4000244140625,1290.699951171875,1265.5,1273.1428745814733,9.538846943180076,0.0106468143385581,1271.9000244140625,46.70000076293945,0.0101665850174565,46.22999954223633,43.43999862670898,239.557,0.37,110.6935,0.0037440855417905,0.0,0.0,0.37
2016-05-13,1271.9000244140625,1275.699951171875,1264.5999755859375,1271.4000244140625,66,0.0012595257218273,1270.300048828125,1274.5999755859375,1263.9000244140625,1292.9000244140625,1273.300048828125,1289.199951171875,1272.94287109375,9.549673371915285,0.0105884802170219,1273.4000244140625,46.209999084472656,-0.0104925411233752,46.70000076293945,44.65999984741211,239.557,0.37,111.2521,0.005046366769503,0.0,0.0,0.37
2016-05-16,1273.4000244140625,1287.800048828125,1272.800048828125,1272.800048828125,44,0.0011793379756328,1271.9000244140625,1270.300048828125,1274.5999755859375,1265.5999755859375,1271.4000244140625,1294.699951171875,1273.2285853794642,9.525708668050452,0.0105852852889179,1276.199951171875,47.720001220703125,0.032676956635947,46.209999084472656,46.22999954223633,239.557,0.37,111.1217,-0.0011721127061871,0.0,0.0,0.37
2016-05-17,1276.199951171875,1281.5999755859375,1270.800048828125,1272.5,16,0.0021987801979985,1273.4000244140625,1271.9000244140625,1270.300048828125,1263.9000244140625,1292.9000244140625,1290.699951171875,1270.8428606305804,4.590869139022078,0.0100569809140574,1273.699951171875,48.310001373291016,0.0123637916491066,47.720001220703125,46.70000076293945,239.557,0.37,111.0867,-0.0003149699833606,0.0,0.0,0.37
2016-05-18,1273.699951171875,1276.4000244140625,1256.800048828125,1276.4000244140625,17,-0.001958940679871,1276.199951171875,1273.4000244140625,1271.9000244140625,1274.5999755859375,1265.5999755859375,1273.300048828125,1272.0,4.036475336184361,0.0100770566357806,1254.199951171875,48.18999862670898,-0.0024840145553873,48.310001373291016,46.209999084472656,239.557,0.37,111.4995,0.003716016408805,0.0,0.0,0.37
2016-05-19,1254.199951171875,1255.5,1247.5,1248.0,69,-0.0153097281522692,1273.699951171875,1276.199951171875,1273.4000244140625,1270.300048828125,1263.9000244140625,1271.4000244140625,1270.6142752511162,7.478294157882371,0.0106769961512342,1252.4000244140625,48.15999984741211,-0.0006225104825017,48.18999862670898,47.720001220703125,239.557,0.37,112.2331,0.0065794017013529,0.0,0.0,0.37
2016-05-20,1252.4000244140625,1256.5999755859375,1252.4000244140625,1256.5999755859375,44,-0.0014351194609206,1254.199951171875,1273.699951171875,1276.199951171875,1271.9000244140625,1274.5999755859375,1292.9000244140625,1267.4428536551338,9.84053710331884,0.0099607696205023,1251.0999755859375,47.75,-0.0085132858951647,48.15999984741211,48.310001373291016,239.557,0.37,112.1822,-0.0004535203963892,0.0,0.0,0.37
2016-05-23,1251.0999755859375,1251.5999755859375,1247.5,1251.5999755859375,56,-0.0010380459939173,1252.4000244140625,1254.199951171875,1273.699951171875,1273.4000244140625,1270.300048828125,1265.5999755859375,1264.699986049107,11.45483786651938,0.009818500129466,1228.9000244140625,48.08000183105469,0.0069110331110928,47.75,48.18999862670898,239.557,0.37,112.284,0.000907452340924,0.0,0.0,0.37
2016-05-24,1228.9000244140625,1240.0,1228.199951171875,1240.0,20,-0.017744346259361,1251.0999755859375,1252.4000244140625,1254.199951171875,1276.199951171875,1271.9000244140625,1263.9000244140625,1258.55712890625,17.092560305390354,0.0106139751496746,1223.5,48.619998931884766,0.0112312204714037,48.08000183105469,48.15999984741211,239.557,0.37,112.2912,6.412311638337442e-05,0.0,0.0,0.37
2016-05-25,1223.5,1223.5,1218.5999755859375,1219.300048828125,5,-0.0043941934305332,1228.9000244140625,1251.0999755859375,1252.4000244140625,1273.699951171875,1273.4000244140625,1274.5999755859375,1251.4285539899554,20.02460313586526,0.010546337324794,1220.0999755859375,49.560001373291016,0.0193336582076681,48.619998931884766,47.75,239.557,0.37,112.2001,-0.0008112835199908,0.0,0.0,0.37
2016-05-26,1220.0999755859375,1232.5999755859375,1220.0999755859375,1232.5999755859375,199778,-0.002778932908919,1223.5,1228.9000244140625,1251.0999755859375,1254.199951171875,1276.199951171875,1270.300048828125,1243.414271763393,19.681484758171045,0.0100184209976315,1213.800048828125,49.47999954223633,-0.0016142419055259,49.560001373291016,48.08000183105469,239.557,0.37,111.8979,-0.0026934022340443,0.0,0.0,0.37
2016-05-27,1213.800048828125,1223.199951171875,1206.4000244140625,1220.300048828125,63739,-0.0051634512612681,1220.0999755859375,1223.5,1228.9000244140625,1252.4000244140625,1273.699951171875,1271.9000244140625,1234.857142857143,17.18222769179353,0.0087943640722274,1214.800048828125,49.33000183105469,-0.0030314816606576,49.47999954223633,48.619998931884766,239.557,0.37,112.0822,0.00164703716513,0.0,0.0,0.37
2016-05-31,1214.800048828125,1217.5999755859375,1199.0,1212.5,6432,0.0008238589222051,1213.800048828125,1220.0999755859375,1223.5,1251.0999755859375,1254.199951171875,1273.4000244140625,1229.2285853794642,16.215999625614003,0.0086781673702556,1211.9000244140625,49.09999847412109,-0.0046625450718877,49.33000183105469,49.560001373291016,239.557,0.29,112.4276,0.003081666848081,-0.08,0.0,0.29
2016-06-01,1211.9000244140625,1219.800048828125,1205.4000244140625,1215.699951171875,2717,-0.0023872442356748,1214.800048828125,1213.800048828125,1220.0999755859375,1228.9000244140625,1252.4000244140625,1276.199951171875,1223.44287109375,13.581813040322135,0.0086798199824727,1209.800048828125,49.0099983215332,-0.0018329970546805,49.09999847412109,49.47999954223633,240.222,0.37,112.462,0.0003059746894891,0.08,0.0027759572878272,0.3672240427121728
2016-06-02,1209.800048828125,1217.0,1209.5999755859375,1212.4000244140625,1627,-0.0017327960587778,1211.9000244140625,1214.800048828125,1213.800048828125,1223.5,1251.0999755859375,1273.699951171875,1217.5428815569196,6.883989970822096,0.0083314818438534,1240.0999755859375,49.16999816894531,0.0032646368678166,49.0099983215332,49.33000183105469,240.222,0.37,112.4564,-4.979459728615687e-05,0.0,0.0,0.37
2016-06-03,1240.0999755859375,1244.5,1206.4000244140625,1209.0999755859375,1622,0.0250454005082596,1209.800048828125,1211.9000244140625,1214.800048828125,1220.0999755859375,1228.9000244140625,1254.199951171875,1219.1428745814733,10.378293540818216,0.0103682680470849,1244.5999755859375,48.619998931884766,-0.0111856672268073,49.16999816894531,49.09999847412109,240.222,0.37,111.4451,-0.0089928185501225,0.0,0.0,0.37
2016-06-06,1244.5999755859375,1247.300048828125,1240.0,1244.4000244140625,1135,0.0036287396892122,1240.0999755859375,1209.800048828125,1211.9000244140625,1213.800048828125,1223.5,1252.4000244140625,1222.1571568080358,14.211099119851497,0.0095398584243557,1244.4000244140625,49.68999862670898,0.0220073985670639,48.619998931884766,49.0099983215332,240.222,0.37,111.2295,-0.001934584831455,0.0,0.0,0.37
2016-06-07,1244.4000244140625,1244.9000244140625,1236.5,1244.0,281,-0.0001606549701086,1244.5999755859375,1240.0999755859375,1209.800048828125,1214.800048828125,1220.0999755859375,1251.0999755859375,1225.6285923549108,16.420968001467866,0.0083957299493587,1259.800048828125,50.36000061035156,0.0134836386025265,49.68999862670898,49.16999816894531,240.222,0.37,110.8378,-0.0035215477908289,0.0,0.0,0.37
2016-06-08,1259.800048828125,1264.0,1247.300048828125,1247.5999755859375,406,0.0123754613564184,1244.4000244140625,1244.5999755859375,1240.0999755859375,1211.9000244140625,1213.800048828125,1228.9000244140625,1232.2000209263392,19.76266438633457,0.00889548987495,1270.199951171875,51.22999954223633,0.0172755941489393,50.36000061035156,48.619998931884766,240.222,0.37,110.1916,-0.0058301409807846,0.0,0.0,0.37
2016-06-09,1270.199951171875,1271.4000244140625,1258.0999755859375,1262.5,381,0.0082552007784284,1259.800048828125,1244.4000244140625,1244.5999755859375,1209.800048828125,1214.800048828125,1223.5,1240.114292689732,22.53206311279713,0.0088849026438126,1273.4000244140625,50.560001373291016,-0.013078238823581,51.22999954223633,49.68999862670898,240.222,0.37,110.6168,0.0038587333335753,0.0,0.0,0.37
2016-06-10,1273.4000244140625,1278.0,1265.300048828125,1267.5999755859375,397,0.0025193460598349,1270.199951171875,1259.800048828125,1244.4000244140625,1240.0999755859375,1211.9000244140625,1220.0999755859375,1248.9000069754463,21.67078210492808,0.0088695687453387,1284.4000244140625,49.06999969482422,-0.0294699691059325,50.560001373291016,50.36000061035156,240.222,0.37,111.1027,0.0043926419856659,0.0,0.0,0.37
2016-06-13,1284.4000244140625,1287.300048828125,1273.0,1276.199951171875,328,0.0086382910233266,1273.4000244140625,1270.199951171875,1259.800048828125,1244.5999755859375,1209.800048828125,1213.800048828125,1259.5571463448662,17.098532863381052,0.0090689726501637,1285.5999755859375,48.880001068115234,-0.0038719916016022,49.06999969482422,51.22999954223633,240.222,0.37,111.5036,0.0036083731538478,0.0,0.0,0.37
2016-06-14,1285.5999755859375,1289.699951171875,1277.800048828125,1281.800048828125,554,0.000934250349631,1284.4000244140625,1273.4000244140625,1270.199951171875,1244.4000244140625,1240.0999755859375,1214.800048828125,1266.0571463448662,17.117517428150517,0.0090682118357252,1285.800048828125,48.4900016784668,-0.0079787107431721,48.880001068115234,50.560001373291016,240.222,0.37,111.9826,0.0042958254262641,0.0,0.0,0.37
2016-06-15,1285.800048828125,1296.199951171875,1278.800048828125,1284.5999755859375,162,0.0001556263581106,1285.5999755859375,1284.4000244140625,1273.4000244140625,1259.800048828125,1244.5999755859375,1211.9000244140625,1271.94287109375,15.518462918764936,0.0090597589297435,1296.0999755859375,48.0099983215332,-0.009899017123498,48.4900016784668,49.06999969482422,240.222,0.37,111.7671,-0.0019244061130926,0.0,0.0,0.37
2016-06-16,1296.0999755859375,1316.4000244140625,1281.0999755859375,1296.300048828125,251,0.0080105198060926,1285.800048828125,1285.5999755859375,1284.4000244140625,1270.199951171875,1244.4000244140625,1209.800048828125,1279.328578404018,12.165886288317164,0.0091955922511816,1292.5,46.209999084472656,-0.0374921745467593,48.0099983215332,48.880001068115234,240.222,0.38,112.2347,0.0041836998544295,0.01,0.0,0.38
2016-06-17,1292.5,1300.0999755859375,1280.300048828125,1280.300048828125,129,-0.0027775446753712,1296.0999755859375,1285.800048828125,1285.5999755859375,1273.4000244140625,1259.800048828125,1240.0999755859375,1284.0,9.375680921514432,0.0084268748655958,1290.0,47.97999954223633,0.0383034081980413,46.209999084472656,48.4900016784668,240.222,0.38,111.5332,-0.0062502951404512,0.0,0.0,0.38
2016-06-20,1290.0,1291.199951171875,1280.300048828125,1288.9000244140625,153,-0.0019342359767892,1292.5,1296.0999755859375,1285.800048828125,1284.4000244140625,1270.199951171875,1244.5999755859375,1286.828578404018,7.268344817080941,0.008436878396606,1270.5,49.369998931884766,0.0289703918905801,47.97999954223633,48.0099983215332,240.222,0.38,110.8693,-0.005952487689764,0.0,0.0,0.38
2016-06-21,1270.5,1293.9000244140625,1266.300048828125,1293.9000244140625,134,-0.0151162790697674,1290.0,1292.5,1296.0999755859375,1285.5999755859375,1273.4000244140625,1244.4000244140625,1286.4142892020088,8.186044831649273,0.0092126176259143,1268.0,48.84999847412109,-0.0105327216733611,49.369998931884766,46.209999084472656,240.222,0.38,111.0077,0.0012483167116597,0.0,0.0,0.38
2016-06-22,1268.0,1269.199951171875,1264.9000244140625,1267.0,53,-0.0019677292404565,1270.5,1290.0,1292.5,1285.800048828125,1284.4000244140625,1259.800048828125,1284.071428571429,10.79099773386466,0.0081550300494219,1261.199951171875,49.130001068115234,0.0057318854194536,48.84999847412109,47.97999954223633,240.222,0.38,110.7681,-0.002158408831099,0.0,0.0,0.38
2016-06-23,1261.199951171875,1270.5,1255.199951171875,1263.4000244140625,218,-0.0053628145332216,1268.0,1270.5,1290.0,1296.0999755859375,1285.5999755859375,1270.199951171875,1280.5857107979912,13.7500922193511,0.008195270629329,1320.0,50.11000061035156,0.0199470694266346,49.130001068115234,49.369998931884766,240.222,0.39,110.262,-0.0045690049752591,0.01,0.0,0.39
2016-06-24,1320.0,1355.5999755859375,1253.699951171875,1253.699951171875,694,0.0466223050306096,1261.199951171875,1268.0,1270.5,1292.5,1285.800048828125,1273.4000244140625,1285.4714181082588,20.386254098451627,0.0129102384883683,1322.5,47.63999938964844,-0.0492915823312298,50.11000061035156,48.84999847412109,240.222,0.4,112.1355,0.0169913478805028,0.01,0.0,0.4
2016-06-27,1322.5,1331.699951171875,1320.0,1330.0,92,0.0018939393939394,1320.0,1261.199951171875,1268.0,1290.0,1296.0999755859375,1284.4000244140625,1289.2428501674108,24.67177834902085,0.0127413551836924,1315.300048828125,46.33000183105469,-0.0274978500289064,47.63999938964844,49.130001068115234,240.222,0.41,113.1301,0.0088696264786798,0.0099999999999999,0.0,0.41
2016-06-28,1315.300048828125,1315.5999755859375,1314.0999755859375,1314.800048828125,1072,-0.0054441974834593,1322.5,1320.0,1261.199951171875,1270.5,1292.5,1285.5999755859375,1292.5,26.60289859898642,0.0129092364440572,1323.9000244140625,47.84999847412109,0.0328080419381195,46.33000183105469,50.11000061035156,240.222,0.41,112.7545,-0.0033200713161218,0.0,0.0,0.41
2016-06-29,1323.9000244140625,1327.4000244140625,1311.5999755859375,1311.5999755859375,414,0.0065384134924952,1315.300048828125,1322.5,1320.0,1268.0,1290.0,1285.800048828125,1297.3428606305804,29.045434875957312,0.0128286592690501,1318.4000244140625,49.880001068115234,0.0424242979880562,47.84999847412109,47.63999938964844,240.222,0.41,111.8597,-0.0079358251777089,0.0,0.0,0.41
2016-06-30,1318.4000244140625,1323.5,1314.5,1315.800048828125,560,-0.004154392249093,1323.9000244140625,1315.300048828125,1322.5,1261.199951171875,1270.5,1296.0999755859375,1304.1857212611608,27.254710636590453,0.0129018611185998,1336.699951171875,48.33000183105469,-0.0310745630286554,49.880001068115234,46.33000183105469,240.222,0.3,112.1618,0.0027007045432805,-0.1099999999999999,0.0,0.3
2016-07-01,1336.699951171875,1344.199951171875,1321.9000244140625,1324.5,137,0.0138804053541683,1318.4000244140625,1323.9000244140625,1315.300048828125,1320.0,1268.0,1292.5,1314.0,24.25710811513674,0.0121823420709823,1356.4000244140625,48.9900016784668,0.0136561105401826,48.33000183105469,47.84999847412109,240.101,0.41,111.6509,-0.00455502675599,0.1099999999999999,-0.0005037007434789,0.4105037007434789
2016-07-05,1356.4000244140625,1356.800048828125,1339.699951171875,1342.199951171875,90,0.0147378424192479,1336.699951171875,1318.4000244140625,1323.9000244140625,1322.5,1261.199951171875,1290.0,1327.6000104631696,14.40855467265338,0.0124237086973779,1364.9000244140625,46.59999847412109,-0.0487855301584163,48.9900016784668,49.880001068115234,240.101,0.4,112.4231,0.0069162004068037,-0.0099999999999999,0.0,0.4
2016-07-06,1364.9000244140625,1374.9000244140625,1359.0,1359.0,130,0.0062665879143373,1356.4000244140625,1336.699951171875,1318.4000244140625,1315.300048828125,1320.0,1270.5,1334.014299665179,19.541271821696235,0.0123830748046533,1360.0999755859375,47.43000030517578,0.0178111986745155,46.59999847412109,48.33000183105469,240.101,0.4,112.5438,0.0010736227696976,0.0,0.0,0.4
2016-07-07,1360.0999755859375,1368.5999755859375,1350.5,1366.800048828125,207,-0.0035167768644341,1364.9000244140625,1356.4000244140625,1336.699951171875,1323.9000244140625,1322.5,1268.0,1339.3857247488838,20.964596211672525,0.0123747571431027,1356.5999755859375,45.13999938964844,-0.048281697254753,47.43000030517578,48.9900016784668,240.101,0.4,112.5775,0.0002994389739816,0.0,0.0,0.4
2016-07-08,1356.5999755859375,1365.800048828125,1335.0,1361.300048828125,249,-0.0025733402417658,1360.0999755859375,1364.9000244140625,1356.4000244140625,1318.4000244140625,1315.300048828125,1261.199951171875,1345.2857142857142,18.751121199762395,0.0124114224478703,1355.0,45.40999984741211,0.0059814014491454,45.13999938964844,46.59999847412109,240.101,0.4,112.3963,-0.0016095578601408,0.0,0.0,0.4
2016-07-11,1355.0,1371.800048828125,1353.0,1371.699951171875,26,-0.0011794011607927,1356.5999755859375,1360.0999755859375,1364.9000244140625,1336.699951171875,1323.9000244140625,1320.0,1349.7285679408485,16.373119499832768,0.012452215455247,1334.0999755859375,44.7599983215332,-0.0143140613975568,45.40999984741211,47.43000030517578,240.101,0.4,112.5254,0.0011486143227135,0.0,0.0,0.4
2016-07-12,1334.0999755859375,1356.0,1330.300048828125,1353.5999755859375,252,-0.0154243722613007,1355.0,1356.5999755859375,1360.0999755859375,1356.4000244140625,1318.4000244140625,1322.5,1351.9714181082588,11.804214461418123,0.0130456661747882,1342.4000244140625,46.79999923706055,0.0455764296699254,44.7599983215332,45.13999938964844,240.101,0.4,112.1102,-0.0036898335842396,0.0,0.0,0.4
2016-07-13,1342.4000244140625,1342.4000244140625,1336.699951171875,1341.5,7,0.0062214593958593,1334.0999755859375,1355.0,1356.5999755859375,1364.9000244140625,1336.699951171875,1315.300048828125,1352.7857142857142,10.722167079737384,0.0130769046871657,1331.300048828125,44.75,-0.0438034032153823,46.79999923706055,45.40999984741211,240.101,0.4,112.0266,-0.0007456948609493,0.0,0.0,0.4
2016-07-14,1331.300048828125,1341.4000244140625,1322.699951171875,1341.4000244140625,20,-0.0082687540107744,1342.4000244140625,1334.0999755859375,1355.0,1360.0999755859375,1356.4000244140625,1323.9000244140625,1349.2000034877233,13.21841222360294,0.0132817803859045,1326.5,45.68000030517578,0.0207821297245984,44.75,44.7599983215332,240.101,0.4,111.7692,-0.0022976685894243,0.0,0.0,0.4
2016-07-15,1326.5,1333.699951171875,1322.9000244140625,1333.699951171875,52,-0.003605534929823,1331.300048828125,1342.4000244140625,1334.0999755859375,1356.5999755859375,1364.9000244140625,1318.4000244140625,1343.7142857142858,13.580048693488154,0.0132508894460886,1328.4000244140625,45.95000076293945,0.0059106929938674,45.68000030517578,46.79999923706055,240.101,0.4,112.2833,0.0045996571506281,0.0,0.0,0.4
2016-07-18,1328.4000244140625,1335.0,1326.199951171875,1327.5,54,0.0014323591511966,1326.5,1331.300048828125,1342.4000244140625,1355.0,1360.0999755859375,1336.699951171875,1339.1857212611608,12.443116099969062,0.0132170753681985,1331.5,45.2400016784668,-0.0154515576209804,45.95000076293945,44.75,240.101,0.4,112.2463,-0.0003295236246173,0.0,0.0,0.4
2016-07-19,1331.5,1333.199951171875,1326.4000244140625,1328.5,322,0.0023336160260196,1328.4000244140625,1326.5,1331.300048828125,1334.0999755859375,1356.5999755859375,1356.4000244140625,1335.6000104631696,9.956569303666528,0.0131939542148139,1318.800048828125,44.650001525878906,-0.0130415590339979,45.2400016784668,45.68000030517578,240.101,0.4,112.638,0.0034896473202234,0.0,0.0,0.4
